text,category,emotion
 Nadukkam innum koraiyala trailer ra paathutu,Positive ,joy
 Saaho teaser sethu pochoo rendu naala 12M ley erukku,Positive ,love
 Sooooooooooooooooooooooooooooooooooooooooo good. I didn't expect this,Mixed_feelings ,joy
 Sivakarthikeyan Anna fans like pannunga,Positive ,love
 Wow Sema.....enna Maa mass ah irukapula,Positive ,love
 Maranaa Mass Thala... U1 Bgm Vera Level...,Positive ,love
 28k dislikes pannavanlam yarunu nenaicha #Puli Padam mass nu sonnavanunga than,Positive ,love
 Paaka porom  Kali today aatatha,Positive ,surprise
 Dai vaanga daw zero trailer paathingala,Mixed_feelings ,neutral
 Thank you rajini sir and shangar sir,Positive ,joy
" Last dialogue,  I love it....",Positive ,love
 Thala I am waiting... ana dhanush...,Positive ,joy
 Bigil trailer dei yapa dream warrior bayam varanum..,Negative ,anger
 Yow Teejay Ne Inga Ennaya Pannura Idhu Rattha Boomi Aachea,Positive ,joy
 Honest ah sollanumna ...trailer looking good ...but rajni padam alavuku illa ... lets see viswasam trailer,Mixed_feelings ,joy
 Vikram =Hardwork Never ever give up(Gibran music ),Positive ,love
 Hindi villanunga tholla thaanga mudilapa saami,Positive ,surprise
 Who are like dhevaram( poonkodi annan) killing folk scene..  Mass ever seen in indian films ..,Positive ,love
 Padam sariyana vettu kuttu vera level acting  danush,Positive ,love
 I feel like traveling in 2030,Positive ,joy
 Video ku like panna Vijay fans la like pannunka,Positive ,love
 Asuran trailer vara Laval masss ... im vaiting. .......,Positive ,love
 0:18 - 0:42 dunkrik bgm 0:43 - 1:00 viswasam ajith intro bgm #GV rocks,Negative ,sadness
 Hollywood level ki ma ki c**t  It's a vikram's level.. Veera level..,Positive ,love
 My blood thala luv u anna,Positive ,love
 Damn  Too hot... Dedication=Chiyaan Vikram,Mixed_feelings ,disgust
 Bgm is vera level. Resembles marudhanayagam.,Positive ,love
 Anna final touch ok na  I am a Vijay fan,Positive ,love
 Apdye andha vadachennai 2 pathi edhaavadhu sonnaa nallaa irukum,Negative ,anger
 Sirappana Tharama Sambavangala inimaye than pakka pora,Positive ,love
 Ena da Evan epdi comde panran?,Negative ,disgust
 Ish ke samne zero( 0 )he,not-Tamil ,neutral
" Konjam mokka thaan, last dialogue la kaapathitaan",Positive ,disgust
 Ethana peru ethu maari padathula ajith nadikanum nu nenaikuriga?,Negative ,fear
 Teaser Vera level appo padam MAJA da,Positive ,love
 Kola gandley iruken kolama vidamaten,unknown_state ,neutral
 My illya super star Dhanush Anna Vara level,Negative ,love
 Epic scene @ 0:54 .. Attakasama iruku trailer..,Positive ,love
 Thanks to Shankar 4 making us pride,Positive ,love
 Thannal vazhkkai kidachavanga thanakku dhrogam senjalum.....thalaivar avargalai vanjikkamattar.....Thalivar is Man of Great Humanity....Thalaivaaaa always Mass...,Positive ,love
 Paaaaa after long days oru sema trailer patha feeling... kandipa movie semaya irukum..,Positive ,joy
 Thalaiva nee mass Vera leval 🤘🤘🤘🤘🤘,Positive ,love
 ithu veraleval Sankar saruku innum vulakame tamil cinimava thirumbi parkanum,Negative ,anger
 Thala and yuvan bgm Epa dae,Positive ,joy
 Athukuu pink movie yee nalla irukuum poolaa,Mixed_feelings ,joy
 Dialogue delivery vera levelHer voice makes me goosebumps,Mixed_feelings ,love
 Thalaiva vera leval. Padippa mattum namma kitta iruthu eduka mudiyathu,Positive ,love
 Ellam  OK  Rajini  Enga Trailer la Kanom...,Negative ,disgust
 sivakarthikeyan verithanam sk anna Fans like it,Positive ,love
 Konjam odhungiru odi pathungiru varathu thalaivaru Petta paraak super  in Petta trailer marana mass Pongal paraak,Positive ,love
 Vera level Thalaiva  neenga mela varadu I'm like 🦁 movie HIT: LIKE AVARAGE: COMMENT,Positive ,love
 Ippa yaru ellam Comment section vanthurikinga..Oru like ah pottutu ponga,Positive ,joy
 idhu enga chiyaan da indha kujay kujith ooryalam odunga da angutu sema gethu chiyaan,Negative ,disgust
 Interesting trailer Tamil la nala erukanum,Positive ,love
 Pathu kita irukka....... Can't stop..... Sk love  you🥰,Negative ,love
 1 time 2 time paakurathulam paapa vilayatu. 100 times paathavanga dhan super one. thalaivar fans hit like,Positive ,love
 Last 2 dialogues bigil ku vecha mathri oru feel....,unknown_state ,neutral
 Aadukalam Vibes.. ASURAN NationalAward Material.. Thalivaa..,Positive ,surprise
 Bigil marana waiting panuravanga like panunga,unknown_state ,joy
 Nalla padam youtube views likes la ella  all audience ku pudikanum kaithi movie teams ku vaalthukkal,unknown_state ,joy
 Thala ungalukku intha padam worth illa,Negative ,sadness
 Super thanni gethu namma chiyannukuuu mattum thaan,Positive ,disgust
 I'm Vijay fan but trailer vera level,Positive ,love
 Unlike panne podi paiyalugale seturunge.. thalaivar the mass,Positive ,love
 Dislike potravaa avangaa Amma silukuu daaa,Positive ,joy
 Antha last scene redmi note 5 pro le shoot panna maari irukku,Negative ,anger
 Ippo enna panna porom : sweet saaputa porom,Positive ,surprise
 Thala fans ukku indaikku ithan thiruvila? Am i right?,Positive ,love
 Manju Warrier Fans Like Here.... She is Our Pride,Positive ,love
 Bahut acha movie h sabse ke baat h,not-Tamil ,neutral
 Teejay va paaka yaarellam theater ku povinga,Positive ,love
 Teaser onnum avlo grace illaye  paapom movie epdi irukuthu,Positive ,love
 Vera level da daiiiiiii... Marana mass....,Negative ,love
 Shankar sir and ar sir rocking,Positive ,joy
 Thalaivara paaka!! Konjam Veerappan Maari iruku laa!!!,Negative ,love
 Avara ( thala) control panna mutiyathu,Positive ,love
 Satthiyama Solren.. Adichu underwaer-oda oda vuttuduven.. manam pona thiruppi varadhu.. paathukko..,Negative ,fear
 Sridevi Daughter Khushi Kapoor Met Ajith,Positive ,joy
 Ena da kaththi padatha eduthu vechurkeenga.. VJS double role ah..,unknown_state ,neutral
" super Thalaivaa, Superstar naa superstar thaa",Positive ,love
 Thala da  Great Thala da,Positive ,love
 Rajini sir no1 not Ajith sir,Positive ,joy
 Unmaiyana vartha...  Namba kitta kaadu iruntha yeduthu kiduvanunga Kaasu iruntha pudungi kiduvanunga.......  Padipa mattum namba kitta irunthu yeduthuka mudiyathu...  Tharamana dialogue,Positive ,surprise
 Thala Ajith na mass pa vara level,Positive ,love
 Vetrimaran kitta dhanush nale mattum tha nadikka mudiyum,Positive ,surprise
 DARBAR varum varaikkum PETTA va pathu Veri yaethikuvom,unknown_state ,neutral
 Traillar parakk thalaiva love  u,Positive ,love
 H Vinoth Vera level   Nirav Shah,Positive ,love
 Pagal ker diya mekuu trailer dekha ker...,not-Tamil ,neutral
 Vj sethupati anna smile vera level,Positive ,love
" Thatti thookurom, podra vediya kanna dho vandhutean",not-Tamil ,neutral
 Sirapaana tharamana sambavam inime thaan irukku,Positive ,joy
 Rangaraj pandey I am weit ing,Positive ,joy
 His mask is like Krish (Hrithik Roshan),Negative ,joy
 Intha padam odathu miskin part 2,Negative ,disgust
 Honest opinion thala Vera level le irukaru aana nirav shah andha ponnungaloda acting onu nalla ille,Positive ,love
 Thala  osm pa  i love you thala....,Positive ,love
 Vera level  Diwali Winner For Sure..    RIP Bigil    🤒,Negative ,love
 Ippa dhan movie paathuttu varen...  Nyt thookamey varadhu Kanna moodnaley THALA dhan nyabagam varraru   Love u THALA,Positive ,love
 Ithu dan Namma keata Thalaivar Padam Da evlo naala intha Mari padathuku dan wait panrom,Positive ,love
 summa marana mass he i am waiting for petta pongal,Positive ,love
 Shankar sir make our Indian movie proud...,Positive ,joy
 Pongalukku tharamana sambavam kaathukittu erukku... Verithanam overloaded,Positive ,love
 maranam mass maranam  vayasanalum onga style apdeya than erukku adha yaralayum onum panna mudeyadhu,Positive ,love
 Dei sk unakku ithellam over da,Negative ,anger
 Paaaa.... Vera level la iruku thalaiva career ah idhu Mukkiyamana padama irukum,Positive ,love
 Kaithi part 2 Marana waiting.....,Mixed_feelings ,joy
 Thala da vera Evan da nee vaa ȚHĄŁÅ,Positive ,love
 Vivegam Part 2 madhiriye oru feeling-u 🤔,Negative ,sadness
 Mass maran mass chiyaan vikram anna movie i am waiting,Positive ,love
 Enna seththuruvomnu bayamaah irukaaa saavaradhaa irundhaalum sanda poattu savanum sir kaalavizhnthu saavakodaathu who all liked the dialogue put like,unknown_state ,joy
 Like  If like both rajini and Vijay setupathi,unknown_state ,joy
 Thala vera level .marana waiting .enna acting sema .ore feeling tha oru like ku mela ennala pooda mudiyalaye.,Positive ,love
 THIS YEARS BLOCKBUSTER MOVIES SARKAR 2.0 VISWASAM,Mixed_feelings ,neutral
 Sasikumar thalaiva sema my favorite hero,Positive ,love
 Rajini mass forever  Hit like if you agree,Positive ,love
 That main villain look like arjun sir,unknown_state ,joy
 NTR _ Ajith mutuals like here,Positive ,joy
" Pangali gala Thala Ajith oda 60 movie ethuvaraikum paaka tha alavuku verithanama irukanum, yenna na sollurathu",Positive ,love
 #Thalapathy Fans Hit Like!! #SarkarDiwali,Positive ,love
 Mass thalaiva Dhanush Anna vera level,Positive ,love
 Those 30k dislikes we know who you are  lie lie lie,Positive ,joy
 Ithu Trailer thaana illa vera yathachumaaa  ipdi iruku  saamy,Positive ,joy
 Seekram trending la kondu vanga .,Mixed_feelings ,neutral
 Yemmadi!! Allu thalludhuda paavi.. enna verithanam....,Positive ,love
 Surya anna fan SFC   marana waiting Karthik chinna anna Kaithi movie,Positive ,love
 Eanna sila times sub title varuthu sila time valla,Positive ,surprise
 Plz relise Telugu also  #thelugu thala fans like here,Positive ,love
 Ippadium mudiyum ....... thala nee Vera level..... Pattaya kelappanum thala......,Positive ,love
 Powar bank of..  All Bollywood budhaa khans..,Positive ,surprise
 We r pavan fans from andhra all d best sir,Positive ,love
 worst ra🤣🤣🤣 Advocate maari nadika sonna ....Thungikittey nadikiren....Oru Gambiramey ila,Positive ,anger
 12 times pathuda but pathude erukkanum pola erukku thalaivanée ga née ga madum tha enga hero eppomee,Mixed_feelings ,love
 Ajith Voice - my god !!,Positive ,love
 Sometimes he is looking like rajni sir  Awesome,Mixed_feelings ,joy
 Mokka mokka sema mokka movie,Positive ,disgust
 Njangade nattil shoot cheytha film.superhit.. Kulathupuzha kollam,not-Tamil ,joy
 Valimai trailer views 50 million cross pannanum soldravanga irukkingala,Positive ,love
 Idhu irumugan part 2 va bro,Negative ,fear
 Mega all time blockbuster movie Vikram sir,Positive ,surprise
 Ak looking amazing super looking suppperrr..,Positive ,joy
 More 301k likes needed for 1M views,Positive ,joy
 Now i changed my mind.. First petta dhan paaka poren next dhan viswasam 🤘,Positive ,love
 Ennanga Ithu tamil padama.. Hollywood padama,Positive ,love
 Thalaaa daaa........ Thala thambingaa yellam like podunga da.......thalaaa daaaaa....engaa thalaa daaa...🦁,Positive ,joy
 Antha silai dialogue yaarukupa periyaar niyabagam varuthu,Positive ,love
 vijaysrthupathy ku padathhula role irukka illayaa da... yenda ipdi pandringa.. but thalaivaa nee vera level.. gun ah suthhi utta paaru .. pori kelambudhu....,Positive ,love
 THALAIVAAAA 2018 NAANGATAN 2019 naangathan !!,Negative ,love
 Apdilam nadakathu nadaka koodathu.....  Thala voice vera level.....,Positive ,love
 Get Rajnified All Thalaivar Fans....  Marana Mass Thalaivar....  Petta Paraak.....,Positive ,love
 செம. Srilankan Tamil fans oru 'O' poadu.,Positive ,love
 Indha trailer pudichavanga like podunga,Positive ,joy
 2:02 sema gandilu iruken mavane kollama vidamaten  sweet sapdaporen,Positive ,joy
 Supar dupar hero am big fan Vikram sir,Positive ,love
 Super I am waiting sangathamilan movie,Positive ,joy
 Still trending #1 Sri Lanka,Positive ,surprise
 Last part music I love it,Positive ,love
 GV Prakash Vera level verithanam phaaa,Positive ,love
 Mrng thala dharishanam make it 800k thala fans,Positive ,love
 vayasanalum unga style eppavumay maradu ..,Positive ,love
 Dai idhallam massnnu solli asingapadutthadhingada... Idhu edho serial madhiri theriyuthu..,Positive ,love
 Iron man nenga ingayum vandutingala ... just for fun VJS,unknown_state ,neutral
 Rangaraj pandey pathu kubeer nu sirichavanga like ah podu,Positive ,joy
 Awesome Trailer Telugu Fans hit LIKE Jai Rajani sir,Positive ,love
 Adengappa vera lvl Shankar Sir pinnitingha vera lvl sir,Positive ,love
 Shakthi man 2K version Da,Positive ,joy
 yaar ellaam nkp fdfs poringalo avangallaam oru like podunga,Positive ,joy
 Thalaivaaaaaaaaaaaaaa noorayiram aandugal podhume un ragame padume Semma Semma,Positive ,love
 Second part erekuma ? Good making,Positive ,joy
 Nallave illa.....  ipd over ah panni panni tha ippo vijay sethu pathi romba keela vantaru,Negative ,joy
 Robo Shankar fans like ah thattunga...,Positive ,love
 Can we make it 850k likes,Positive ,joy
 Veengai mavan othaila nikka gotha dhillu kuthi irundha mothama vaanga daa  () ...Aaamaiz daa..,Negative ,sadness
 900 kilo thiruttu....  Padam fulla iruttu........,Positive ,love
 He is vera level lu bro,Positive ,love
 Marana masss da enga thalaivaaaa va va thalaivaaaa,Positive ,love
 Inime hollywood flim lam kidaiyathu #2Point0 kollywood mathiri than @shankarshanmugh THARAMANA WORK #THALAIVAA_unnalamudiyathathu_innum_enna_iruku @rajini    #Tamilpadam_da,Positive ,love
 ilove you anna...next vishvaasam kaatta thala fans  naaga redy....,Positive ,love
 Rajni fans from USA hit like - vera level trailer! Thalaivaaaaa,Positive ,love
 Vera vera vera vera vera levellllllllllluuuuuu,Positive ,love
 Lite ah anegan kadai maathiri irrkuey but nalla irruku,Mixed_feelings ,joy
 Vera level thalaivaa you are great enna aasirvaadham pannunga Marana mass  Thara local Idhu gethu,Positive ,love
 padatha pakka kola kandula iruken diiiiii,Positive ,joy
 Ippdie  irukanum Trailer na samaya getha style ah,Positive ,love
 Nkp big block buster hit kudukkum,Positive ,surprise
 Over over scene da ebbaa  mudiyala,Positive ,surprise
 Indiaviliyum ipidi padam edupomnu prove panuvom...claping words Shankar sir...,Mixed_feelings ,neutral
 superstar kadasiya hit padam ethu beta solu,Positive ,joy
 Idhan da Acting ! Kola Mass ! Saar!,Positive ,love
 Morning wake up trailer pakka vanthavanga like potunga,Positive ,joy
 Indha Diwali peria Sambavam pannum pola Kaithi Karthi attitude,Positive ,love
 nalla iruku ba... movieum nalla irukanum,Positive ,joy
 Nalla Gaandu Agungo Andha 10K dislikers..,Positive ,joy
 hindi version dekho ye h link,Positive ,surprise
 Super Thetetar la pakka mass ah irukkum,Positive ,love
 Super ajit Sir from all kannadigas,Positive ,joy
 Vijay Sethupathi ke ino build up panirkalaam,Mixed_feelings ,neutral
 Enna daa gethu thala dialogue sollumbodhu!pha vera level! Agreena like pannunga!,Positive ,love
 Thalaivan Makkal Selvan Vijay Sethupathi,Positive ,love
 super star na summava maranamass da,Positive ,love
 Viswasam trailer needs 20k likes to reach 1.4m likes,Positive ,joy
 Thalaaaaa.  Super.  Bgm Vera level,Positive ,love
 ennangada panni vechrukeenga enga pandy ve :P,Negative ,fear
 Indha padam hit aganum sivakarthikeyanukkaga illa action king avarukkaga,Positive ,love
" Enna da idhu marana mass ah irukku,all the best vetrimaran..",Positive ,love
 Yaaruku free tickets vanum more details iku channel Ila eruku,Positive ,surprise
 Naraya naraya naraya naraya likes panunga,Positive ,joy
 Last  dance  vera  lvl,Positive ,love
 Vera level thalaiva nee unna paththu palakanum  I love Vikram sir,Positive ,love
 Konjam odhingiru... Oodi padhingiru varrathu thalaivaru...PettaParaak,Mixed_feelings ,love
 Emma Climaxla enna twistu . Karthick Subburaj senjurukappla.,Positive ,surprise
 Aug 8 fdfs ticket eduthavn lam oru like podu,Positive ,joy
 Final dialogue semma ...I am vijay fan ... Trailer semma mass,Positive ,love
 15k dislikes pannuna vanugalukku that last dialogue,Positive ,joy
 Yuvan Vera level bgm Suma therikutu           Bgm hit like,Positive ,love
 Activated scenes semmaya iruku thalaaaa daaaaa,Positive ,love
 Visuwasamavadhu Kusuvaasamavadhu Parak da Petta Parakk!!,Negative ,sadness
 Trailer  end dialogue super super,Positive ,joy
 Rangaraj pandey vera irukkarae vera level,Positive ,love
 Shankar sir Vera level sema trailer,Positive ,love
 Arre koi hindi me bhi release karwa do re,not-Tamil ,neutral
 Yaar ellam 20m views wait panduringal??,Positive ,joy
 Trailer mokka da ajith kelatu payale thaatha konda parvai flop,Negative ,disgust
 Innum 5 naal thaan athaa verri ethikeh vanthe trailer pathu,unknown_state ,neutral
 akshya aka {siva] kumar vs rajini,Positive ,surprise
 Averu control pannuanga pa Neriya neriya neriya Vera level da,Positive ,love
 Thala movie name is Very Mikkai,Positive ,joy
 Thalaivaaaa... It's Vera raw ... Va va... FDFS poida vendiyadha ‍,Positive ,love
 Innum yarukellam thoonga manase varala,Positive ,surprise
 I was just waiting for it Wah kya baat hai bhai,not-Tamil ,joy
 Looks like Rama  Narayanan  mv,Mixed_feelings ,joy
 Slightly Dhanush is looking like sasi kumar,Negative ,joy
 I'm Telugu but Anna dhanush fan .assuran.keka,Positive ,love
 Konjam othugi iruu illa paathungi iruu varathu Thalaivaruu...Petta Paaraaakkkkk ......,Positive ,love
 Love u Thala & Yuvan,Positive ,love
 Kadisila teejay vumah gv music vera level pa,Positive ,love
 Rajinikanth Anna is backkk Thalaiva 🤘🤘🤘🤘🤘,Positive ,love
 0:48 thala look vera level,Mixed_feelings ,love
 Yaaru yaarulam starting la paakum bothu palaya trailer ninaichathu,Positive ,surprise
 Apadilam nadakathu nadakavum koodathu.. Mass dialogue,Positive ,love
 Indha padam release ku Aprm pengaluku thani Dairiyam varumnu nanaikiren because indha padam pengal vanmuraiku edhiranadhu,Positive ,joy
 Rajini ithuvarikum Tamil makkaluku enna pannaru...???Tamil makkala inimeyavathu thirunthunga.. rajini pinnadi pogathinga.....,Mixed_feelings ,neutral
 Thalaivaa  thaivame  pinnittinga  thalaivaa  unkalukku  kodi  muuhthangal  thalaivaa,Positive ,love
 Trending #2 after 4 days in tamil nadu,unknown_state ,neutral
 Anga anga chotta beam vanthutu ponalum overall sirappu,Mixed_feelings ,neutral
" Verithaname illama verithanam ndu oru paatu vanthiche, avanuhalukku intha verithanatha kaatanum. BGM VERA LEVEL...",Mixed_feelings ,love
 Rakul preet ad is awesome..,Positive ,love
 Rajni 0:58 is superb style king daaaa,Mixed_feelings ,joy
 2019 this year Surya Anna karthi thambi fans year daaaaa i love you 2 thalivar gala mass hero,unknown_state ,love
 Manusan epudi vanthalum mass sa irukarey epudi  .athu thala Ajith ku mattumey sathiyamanathu,Positive ,love
 Last dialogue la hater's ku sariyana seruppadi,Positive ,surprise
 Idhu idhu idhu dhanda thalaivar padam...... Thalaivaaaaar forever... Thank you Karthik subburaj...,Positive ,love
 As a karthi fan cheeyan ah Enaku romba pidikkum 🤗🤗   BB adikka en vazhthukkall 🤗🤗,Negative ,love
 Karthick suburaj....ni vera level.....ya.........thalaivar sethikurukiyae pa,Positive ,love
 dai romba comedy aa iruku... pavam lyca 500 Kodi ya...,Mixed_feelings ,neutral
 Ippo Online la trailer pakka vanthavanga irukkinga (1:52 am)  Reason for Thala,Positive ,surprise
 thalaivan ennaikumey mass thaan kaithi vera level,Negative ,love
 Kaidi - like Bigil - comment Asuran - dislike,unknown_state ,joy
 Super star rajini Marana mass trailer,Positive ,love
 Trailer pathutam enna pannaporam  sweet sappada poram,Positive ,love
 Thalapathy vijay and sivakarthikeyan fan from Karnataka,Positive ,love
 Old dhanush get up vera level...,Positive ,love
 Make it 1 million comment guys,Positive ,surprise
 Vaa thala vaa thala. Last dialogue semma.,Positive ,surprise
 1 day - 20M views kondu povom,Positive ,love
 Paaa ......look and style vera level thalaivaaaa,Positive ,love
 Pink ki remake h ye to,Positive ,surprise
 Thaa anga paara en thalaivarah masssu maranam,Positive ,love
 Idhu tamilnadu ila enga thala nadu,Positive ,love
 Thala ultimate acting neraya neraya neraya neraya.,Positive ,joy
 Vera level thalaivar maassu pakka Maas petta paraak ilamai thirumputhe,Positive ,love
 Viswasathukku irundha verithanan indha padathukku fans kitta illa,Positive ,love
 Trailer likes and views paaka vanthavanga like panunga,Positive ,joy
 Chutiya chutiya kiya hai mere bhai,not-Tamil ,neutral
 Semma semma ... Payangaram.. superb Vera level...,Positive ,love
" pink trailer minjum namba Thala NKP trailer,  pl support my channel, periya like podunga namba thalaiku",Positive ,joy
" Oruthar maela viswasam kaatturadhukaga, innoruthara yaen asinga paduthureenga.....Great lines sir",Positive ,surprise
 Thalaiva neenga matum dha super star...,Positive ,love
 Surya Annan Fans  Karthi Annan fans  Like,Positive ,love
 Rangaraj Pandey  Ajith Kumar Marana waiting for NER KONDA PAARVAi,Positive ,joy
 Naloru movie ya(PINK) re-make panni nasam paneeta...,Positive ,surprise
 Ajith  Thalaiyin NKP vasul 1000c tamlan sarithiram,Positive ,surprise
 Oruthar (vijay) mela viswasam kaatardhukaga innorthara(ajith) en asinga paduthureenga Or vice versa Well said...,Positive ,love
 Indha pongal thaliva oda perladhan idhu pakka,Positive ,love
 Rajini sir god of Indian cenima thalivaaaaaa super,Positive ,joy
 Sk 3 Movie La Solra Mathri Onum Perusa Ilayada🤔🤔🤔,Negative ,sadness
 Excellent  Ajith sir semma,Positive ,love
 Any gv fans like here,Positive ,love
 Trailer vera level but innum trending la varala,Positive ,love
 10 times ku Mela trailer ah paathavan lam like podu 🤗🤗,Positive ,joy
 Bigil ah vida kaidhi movie nalla varumnu soluravanga mattum oru like ah podunga...,Positive ,joy
" 80s,90s Hollywood super hero movie maari iruku ,ituku 450cr budgetu. Bollywood movie krish,Ra1 alavuku kooda illa.",Positive ,joy
 Vara level PA trailer asuran vettaiku varan,Positive ,love
 Naa vanthu   malayali  enkall nattile million fans irukku rajini annaniku super trrailer,Negative ,love
 Omg thala neenga vera level,Positive ,love
 Nawaj Ko dekhte hi tabiyat khush ho gayi.,not-Tamil ,neutral
" Excellent movie, ii saw yesterday, bijil waste",Positive ,anger
 Vara level mass trailer H. VINOTH,Positive ,love
 Ipaditha enthiran la IROBOT ah apadiye copy adichan shankar.idula yanna Hollywood padamo,Mixed_feelings ,neutral
 Yarellam annamalai theme ketinga anirudh adha ketu indha filmla adichirkaru,Mixed_feelings ,disgust
 Amitab and taapsi manu ki copy picture bnai h y,unknown_state ,neutral
 Thalapathy fans try pannuranuva... To dislike.. Paavam.. Ithu thala da,Positive ,love
 Dark knight trilogy key tough kudukkum polaye padam..!!,Mixed_feelings ,neutral
 நெறைய நெறைய நெறைய like views vanthukitte irukku,Positive ,joy
 Record brake avannum nna thalapathy varanum (kerala),Positive ,surprise
 Yarellam album maker teejay va paathenga.like here,Positive ,joy
 Ivan ennada nadikaran orunmayirum illa comedyanukku poyee ippadi thooki vachu adrenga ivan oru nadiganu,Mixed_feelings ,neutral
 Vera level   love u chiyaan Anna,Positive ,love
 1:52 Yuvan's music vera level. Chance eh illa.,Positive ,love
 U1 and Arujn  Fan's Like,Mixed_feelings ,love
 Nariya nariya nariya nariya nariya nariya nariya thala mass vere level,Positive ,love
 Andha bike adhu IMPULSE ah?🤔 Illa modified Fz ?,Positive ,love
 Thala And u1 ada ada ada Tharam,Positive ,surprise
 Money Money Money Money  Neraya Neraya Neraya Neraya.,Positive ,surprise
 Trailer verithanam solluravanga like pannunga 🤘,Positive ,love
 I hate dhanush like maarii ..3...but beared thanush maaaas,Positive ,joy
 Sirappaana Tharamaana sambavam paaka porom pongaluku  Viswasam-like Petta-comment,Positive ,joy
 yarelllam Bigil Paathutu Kaithi Pakka POvinga,unknown_state ,neutral
 Vera level thalaaa  end dialogue for vijay fans,Positive ,love
 You kena tunggu lebih lama lagi... untuk tahu saya!   Masss Chiyaan,Positive ,love
 Irumugan mari mokka pannama iruntha sari,Positive ,disgust
 apahal vid ni trending nombor 1 babi,not-Tamil ,neutral
 691k reached aaana namba mission innum mudilla...1.5m likes varanum,Positive ,joy
 Best of luck from prithviraj fans kerala,Positive ,love
 Vaitheruchal karanunga dislike panna start pannitanunga da,Positive ,joy
 500 thadave ki melle pathavange like bodunge,Positive ,joy
 Trailer Vera level summava logesh kanagaraj oda script ku thalapathy ok solliruparu,Positive ,love
 Police kaar pasangala govt paathukumaaaa...! mairla paathukummmm.....,Positive ,surprise
 Open bob and show vagene pls,Mixed_feelings ,neutral
 Love You Super star ;) Mega Serapu,Positive ,love
 1.8k dislikes.. haha vairuna eriyathana seium....,Positive ,joy
 Karthi anno ningaal surya annante aniyan alle ingane varu,Positive ,joy
 Objection your honor engalala Romba nal wait panna mudiyadhu Seekrama release pannunga ‍‍‍‍‍‍‍‍‍‍‍‍‍,Positive ,surprise
 Shankar kosam pakka vetiyatha Eruku,Positive ,love
 Vetri maran padatha ethana decadesku aparam pathalum vera level standard,Positive ,love
 Vera level Thalaiva nee mattum eppaume mass...,Positive ,love
 dei TEEJAY thay***!! naduchirukaya da b**du!,Negative ,disgust
 Semme weight trailer Padam marana mass ah irukkum Pola vazlthukkal thalaivaaa,Positive ,love
 All the best Ilaya Super Star Dhanushkraja From Rebel Star Prabhas Lovers,Mixed_feelings ,love
 Sollitivara  puyal illa enga thala sollamavara sunami,Positive ,love
 Ena da kfg musiq lam kekuthu,Negative ,fear
 Kirrakkkkkkk  Style ka baap  Super star RAJINI,Positive ,joy
 Yuvan kaga kandippa pakkalam..Siva...papom ena panrarunu,Positive ,love
 That bgm ..vaa elunthu vaa gv yu nailed it 🤩,Positive ,surprise
 Thala telugu fans like here,Positive ,love
 THALIVA WAITING FOR A POWER PACKED PERFORMANCE ...!  Ne va Thala 3d la.. nama kalakurom..!,Negative ,joy
 Namba mudilaye nethu varaikku paakama inniku 1 millionaa viswasam paathu ellam bayanthutaanga pola,Positive ,joy
 Pettaiku viswasama pogalam aana viswasathiku peetaia poga mudiyaadhu,Mixed_feelings ,neutral
 Pongalku Petta parrak Sure Petaa gon be enjoyed by fans Ullalllaa song maranamAss,Positive ,love
 Wow Seeeeemmmmaaaaa Ajith Sir Seeeeemmmmaaaa Massssss.......,Positive ,love
 Ajit u are not made for remake,Negative ,sadness
 I like gvp fan bgm therikkutha,Positive ,love
 Sirappana tharamana kaatchigala inimae thaaan pakaporom.,Positive ,disgust
 Omg @ 2.18 so cute ....,Positive ,surprise
 Action paathaa veeram 2 maari irukku,Negative ,disgust
 Ippa enna panna porom  padam paaka porom,Positive ,love
 BOLD + GUTS = AJITH SIR  + U1 + VINOD. COMBO,Positive ,love
 yuvan BGM la pinni pedal ethuruka polaaaa..... vera level BGM,Positive ,love
 Enakku therinji padam odathu I will proud,Positive ,surprise
 Ithuku mella vfx betteraa panna chance aa illa mass vfx,Positive ,love
 Nice ye movie Hindi me kab aayegi,Positive ,surprise
 Yov Pa Ranjith Thalaivara vechu ippadi padam edukkanum..Neeyum dhan eduthiye Kumuthavalli Kothamallinu,Positive ,love
 Who's here after visvasam trailer ?,unknown_state ,neutral
 Yuvan summave music therikkaviduvapale thalaikku sollava venum vera level,Positive ,love
 Adiiiii pisiruuuuuu......masss daaa marana massss.....no one touch this peak level dialogue delivery .........star marana mass super star. Forever......,Positive ,love
 Good  Consept movie for Neroonda paarvai,Positive ,joy
 Kullan  suryavukku  trailer  pathu  kaduppu  ayirikkum,Negative ,fear
" Rajini, Vj Sethupathi, Babi Simkha, Sasikumar, Simran, Trisha, & AniruTh Wowww",Positive ,joy
 Semma TRAILER SUPER STAR THIRUMBI VANTHITTAARU🦁🦁🦁🦁,Positive ,joy
 VERITHANAM But I felt like MAD MAX FURY ROAD movie,Negative ,love
" VISWASAM , PETTA , MERSAL , SARKAR IPADI ELLA MOVIES RECORD EH KANDIPPA BREAK PANNUM  AGREE?",Mixed_feelings ,neutral
 Vera level pullingo solranvan mattum like pannunga,unknown_state ,love
 Enna  Padam..Ya ..Enna Padam  ..saththiyama solren  ..Sema padam,Positive ,joy
 Vijay sethupathy kku oru nalla dialogue koduththirukkalam,Positive ,joy
 Iam surya fan but thala teser super,Positive ,love
